selfEmployed,employerTech,healthCoverage,mentalHealthCoverage,formal,age,gender,country
0,1,Yes,Yes,No,28,Nonbinary,United States of America
0,0,I don't know,No,No,25,Male ,United States of America
0,1,Yes,Yes,Yes,48,Male,United States of America
0,0,Yes,Yes,Yes,43,cis female,United States of America
0,1,Yes,Yes,No,29,Male,United States of America
0,0,Not eligible for coverage / NA,N/A,Yes,36,nonbinary,United States of America
0,1,Yes,Yes,No,34,Male,United States of America
0,1,Not eligible for coverage / NA,Yes,No,31,female,United States of America
0,1,Yes,No,I don't know,33,Male ,United Kingdom
0,0,Yes,Yes,Yes,49,Male,United States of America
1,,,,,38,Male,United Kingdom
0,1,No,No,No,30,Female,Australia
1,,,,,36,Male,United Kingdom
0,0,Yes,Yes,Yes,32,woman,United States of America
1,,,,,36,male,United States of America
0,1,Yes,No,No,40,"F, cisgender",United States of America
0,1,No,N/A,No,28,Male,United Kingdom
0,1,No,No,I don't know,21,Female,India
0,1,Yes,Yes,Yes,46,Male,United States of America
0,1,Not eligible for coverage / NA,N/A,No,20,male,Germany
0,0,Yes,Yes,I don't know,30,Male,United States of America
0,1,I don't know,No,Yes,44,female,United States of America
1,,,,,34,Male,United Kingdom
1,,,,,38,Female-ish,United States of America
0,1,I don't know,No,I don't know,35,Male,United States of America
1,,,,,45,Female,United States of America
0,1,I don't know,No,No,35,Male,United Kingdom
0,1,Yes,No,No,30,male,United States of America
0,1,I don't know,No,No,22,Female,United States of America
1,,,,,33,Male,United States of America
1,,,,,30,male,India
0,1,Yes,Yes,No,41,Male,United States of America
0,1,I don't know,No,I don't know,32,Male,United States of America
0,1,Yes,Yes,No,48,Male,United States of America
0,1,Yes,N/A,No,32,male,Germany
0,0,I don't know,No,No,30,Male,United States of America
0,0,Yes,No,No,45,Female,United States of America
1,,,,,31,Female,United States of America
0,1,No,No,No,32,\-,United Kingdom
0,0,I don't know,No,No,30,m,United States of America
0,1,Yes,No,No,32,Male,United States of America
0,1,Yes,Yes,No,37,Female,United States of America
1,,,,,30,Male,United States of America
1,,,,,31,trans woman,Netherlands
0,1,Yes,No,No,30,Male,United States of America
0,1,No,N/A,No,35,Female,United Kingdom
0,1,Yes,No,I don't know,37,Male,United States of America
0,1,No,Yes,No,26,Male,United Kingdom
0,1,Yes,Yes,No,50,male,United States of America
0,1,I don't know,No,No,32,m,United States of America
0,1,I don't know,No,I don't know,32,male,United States of America
0,1,Not eligible for coverage / NA,N/A,No,23,Male,United States of America
0,1,I don't know,No,I don't know,40,f,United States of America
0,1,I don't know,No,No,36,M,United States of America
0,1,I don't know,No,I don't know,24,female,United States of America
0,1,Yes,No,No,29,F,United States of America
0,1,Yes,No,No,28,Male,United States of America
0,1,No,Yes,No,51,male,United States of America
0,1,I don't know,No,No,36,Male,United States of America
0,1,Yes,No,No,40,male,United States of America
0,1,Yes,No,No,39,M,Canada
0,1,I don't know,No,I don't know,32,f,Netherlands
0,0,No,No,Yes,45,Male,United States of America
0,1,I don't know,No,I don't know,39,Male,United States of America
1,,,,,33,m,United States of America
0,1,Yes,Yes,Yes,46,m,United States of America
0,1,I don't know,No,No,34,Male,United States of America
0,1,I don't know,N/A,No,30,Male,France
0,1,Not eligible for coverage / NA,N/A,No,31,Male,United States of America
0,1,Yes,Yes,No,28,Male,United States of America
1,,,,,31,Male,United Kingdom
0,0,Yes,Yes,No,32,Male,United Kingdom
0,1,I don't know,No,I don't know,39,male,United States of America
0,1,Yes,No,Yes,45,F,United States of America
1,,,,,26,Male,United States of America
0,1,Yes,Yes,Yes,36,Female,United States of America
0,1,Yes,No,No,26,Male,United States of America
0,1,I don't know,No,No,55,female,United States of America
1,,,,,32,F,Canada
0,1,Yes,No,No,40,Transfeminine,United States of America
0,0,I don't know,No,No,27,female,United States of America
0,0,Yes,Yes,I don't know,45,female,United States of America
0,1,No,No,No,34,female,United States of America
0,0,I don't know,No,No,31,Male,United States of America
1,,,,,29,female,Canada
1,,,,,31,Male,Sweden
0,0,Yes,Yes,No,40,Male,United States of America
0,0,Yes,Yes,No,41,Male,United States of America
0,1,I don't know,No,No,39,M,United States of America
0,1,Yes,Yes,No,39,Male,United States of America
1,,,,,35,Female,United States of America
0,1,I don't know,No,No,37,m,United States of America
0,0,Yes,No,Yes,32,Male,France
0,1,I don't know,N/A,I don't know,24,Man,France
0,1,Not eligible for coverage / NA,N/A,I don't know,40,F,France
0,0,Yes,No,No,25,Cis-male,United States of America
0,1,Yes,Yes,No,49,Male,United Kingdom
0,0,I don't know,No,No,28,Male,United States of America
0,1,Not eligible for coverage / NA,N/A,No,22,Male,United States of America
0,1,Yes,No,No,41,Male,United States of America
0,1,No,N/A,No,36,Male,United States of America
0,1,I don't know,No,No,32,Male,United States of America
0,0,I don't know,No,No,23,Male,United States of America
0,1,Yes,Yes,No,53,M,United States of America
0,1,Yes,Yes,No,34,Male,United States of America
0,0,No,Yes,Yes,30,Male,United States of America
1,,,,,23,Male,United States of America
0,1,I don't know,No,No,30,Male,United States of America
0,1,Yes,Yes,No,22,F,United States of America
0,1,I don't know,No,No,27,Female,United States of America
1,,,,,47,,Latvia
0,1,Yes,Yes,Yes,33,female,United States of America
0,1,Yes,Yes,No,28,male,United States of America
0,1,Yes,No,No,36,male,United States of America
0,1,I don't know,No,No,25,Female,United States of America
0,0,Not eligible for coverage / NA,No,No,30,Female,United States of America
0,0,Yes,No,No,39,Male,United States of America
0,1,Yes,No,I don't know,31,None,United States of America
0,0,Yes,Yes,Yes,48,Male,United States of America
0,1,I don't know,No,No,43,Male,United States of America
0,1,Yes,No,No,35,male,United States of America
0,0,Yes,No,Yes,31,female,United States of America
0,1,No,N/A,No,28,Male,India
0,1,I don't know,N/A,No,27,male,United States of America
0,1,I don't know,No,No,28,Male,United States of America
0,1,Yes,Yes,I don't know,43,Female,United States of America
0,1,Yes,Yes,No,31,F,United States of America
0,1,Yes,No,No,37,male,United States of America
0,1,Yes,Yes,No,36,Cis Male,United States of America
0,1,Yes,Yes,No,42,Female,United States of America
0,1,Yes,Yes,I don't know,29,F,United States of America
0,1,Yes,Yes,Yes,41,Female,United States of America
1,,,,,37,Male,United States of America
0,1,Yes,Yes,Yes,53,Male,United States of America
1,,,,,43,male,United States of America
0,1,I don't know,No,No,44,Male,United States of America
0,0,Yes,Yes,I don't know,37,Female,United States of America
0,1,Yes,No,No,57,F,United States of America
0,1,Yes,Yes,Yes,47,Male,United States of America
0,1,Yes,Yes,Yes,34,Male,United States of America
0,1,Yes,Yes,No,29,Male,United States of America
0,0,I don't know,No,No,38,Male,United States of America
0,1,I don't know,No,No,41,Male,United Kingdom
0,1,Yes,No,I don't know,40,Male,United States of America
1,,,,,,,
0,1,Yes,Yes,No,30,dude,United States of America
1,,,,,,,
